model,dataset,init,seed,n_seeds,layer,hessian_trace
resnet50_no_weights,CIFAR10,random,44,3,layer2.3.conv2.weight,5.496696409057169
resnet50_no_weights,CIFAR10,random,44,3,layer2.3.conv3.weight,1.8488642190183913
resnet50_no_weights,CIFAR10,random,44,3,layer3.0.conv1.weight,1.1510218126433236
resnet50_no_weights,CIFAR10,random,44,3,layer3.0.conv2.weight,10.443217404427067
resnet50_no_weights,CIFAR10,random,44,3,layer3.0.conv3.weight,4.497710291544596
resnet50_no_weights,CIFAR10,random,44,3,layer3.0.downsample.0.weight,3.854933974146843
resnet50_no_weights,CIFAR10,random,44,3,layer3.1.conv1.weight,1.4288532299654824
resnet50_no_weights,CIFAR10,random,44,3,layer3.1.conv2.weight,13.949232833726066
resnet50_no_weights,CIFAR10,random,44,3,layer3.1.conv3.weight,3.355683207511902
resnet50_no_weights,CIFAR10,random,44,3,layer3.2.conv1.weight,2.14249948128848
resnet50_no_weights,CIFAR10,random,44,3,layer3.2.conv2.weight,14.516026020050049
resnet50_no_weights,CIFAR10,random,44,3,layer3.2.conv3.weight,8.100288514433236
resnet50_no_weights,CIFAR10,random,44,3,layer3.3.conv1.weight,1.9013443544055477
resnet50_no_weights,CIFAR10,random,44,3,layer3.3.conv2.weight,23.0022404005653
resnet50_no_weights,CIFAR10,random,44,3,layer3.3.conv3.weight,10.920201159385314
resnet50_no_weights,CIFAR10,random,44,3,layer3.4.conv1.weight,4.1112850709394975
resnet50_no_weights,CIFAR10,random,44,3,layer3.4.conv2.weight,25.440035651711856
resnet50_no_weights,CIFAR10,random,44,3,layer3.4.conv3.weight,15.18021921051873
resnet50_no_weights,CIFAR10,random,44,3,layer3.5.conv1.weight,2.934457564895803
resnet50_no_weights,CIFAR10,random,44,3,layer3.5.conv2.weight,38.92426708866568
resnet50_no_weights,CIFAR10,random,44,3,layer3.5.conv3.weight,22.299984209331466
resnet50_no_weights,CIFAR10,random,44,3,layer4.0.conv1.weight,10.984577119350433
resnet50_no_weights,CIFAR10,random,44,3,layer4.0.conv2.weight,98.2825243139267
resnet50_no_weights,CIFAR10,random,44,3,layer4.0.conv3.weight,49.90267718633016
resnet50_no_weights,CIFAR10,random,44,3,layer4.0.downsample.0.weight,46.118613094091415
resnet50_no_weights,CIFAR10,random,44,3,layer4.1.conv1.weight,12.104388720393182
resnet50_no_weights,CIFAR10,random,44,3,layer4.1.conv2.weight,126.68914305722272
resnet50_no_weights,CIFAR10,random,44,3,layer4.1.conv3.weight,72.56229089046347
resnet50_no_weights,CIFAR10,random,44,3,layer4.2.conv1.weight,16.043502773229893
resnet50_no_weights,CIFAR10,random,44,3,layer4.2.conv2.weight,219.37950131439027
resnet50_no_weights,CIFAR10,random,44,3,layer4.2.conv3.weight,164.72558508872987
resnet50_no_weights,CIFAR10,random,44,3,fc.weight,1288.4860175157849
resnet18_no_weights,CIFAR10,trained_fp32,,,conv1.weight,21.816381717550343
resnet18_no_weights,CIFAR10,trained_fp32,,,layer1.0.conv1.weight,44.84594190120697
resnet18_no_weights,CIFAR10,trained_fp32,,,layer1.0.conv2.weight,64.26429278055826
resnet18_no_weights,CIFAR10,trained_fp32,,,layer1.1.conv1.weight,70.66986204448499
resnet18_no_weights,CIFAR10,trained_fp32,,,layer1.1.conv2.weight,35.20968792655251
resnet18_no_weights,CIFAR10,trained_fp32,,,layer2.0.conv1.weight,56.25387930870056
resnet18_no_weights,CIFAR10,trained_fp32,,,layer2.0.conv2.weight,69.75440965999256
resnet18_no_weights,CIFAR10,trained_fp32,,,layer2.0.downsample.0.weight,47.74848988850911
resnet18_no_weights,CIFAR10,trained_fp32,,,layer2.1.conv1.weight,56.1432587473016
resnet18_no_weights,CIFAR10,trained_fp32,,,layer2.1.conv2.weight,43.70310495413986
resnet18_no_weights,CIFAR10,trained_fp32,,,layer3.0.conv1.weight,73.75146441989475
resnet18_no_weights,CIFAR10,trained_fp32,,,layer3.0.conv2.weight,100.80185552743765
resnet18_no_weights,CIFAR10,trained_fp32,,,layer3.0.downsample.0.weight,34.325957354377294
resnet18_no_weights,CIFAR10,trained_fp32,,,layer3.1.conv1.weight,81.13673909505208
resnet18_no_weights,CIFAR10,trained_fp32,,,layer3.1.conv2.weight,59.290590112859554
resnet18_no_weights,CIFAR10,trained_fp32,,,layer4.0.conv1.weight,61.31187438964844
resnet18_no_weights,CIFAR10,trained_fp32,,,layer4.0.conv2.weight,61.62225610238534
resnet18_no_weights,CIFAR10,trained_fp32,,,layer4.0.downsample.0.weight,30.60015737093412
resnet18_no_weights,CIFAR10,trained_fp32,,,layer4.1.conv1.weight,51.63763761520386
resnet18_no_weights,CIFAR10,trained_fp32,,,layer4.1.conv2.weight,18.866980361938477
resnet18_no_weights,CIFAR10,trained_fp32,,,fc.weight,4.36105823839033
resnet18_no_weights,CIFAR10,random,42,3,conv1.weight,5.878342761993408
resnet18_no_weights,CIFAR10,random,42,3,layer1.0.conv1.weight,15.10745472567422
resnet18_no_weights,CIFAR10,random,42,3,layer1.0.conv2.weight,16.928106021881103
resnet18_no_weights,CIFAR10,random,42,3,layer1.1.conv1.weight,14.455459415912628
resnet18_no_weights,CIFAR10,random,42,3,layer1.1.conv2.weight,13.53713140816524
resnet18_no_weights,CIFAR10,random,42,3,layer2.0.conv1.weight,25.706090609232586
resnet18_no_weights,CIFAR10,random,42,3,layer2.0.conv2.weight,30.21965503692627
resnet18_no_weights,CIFAR10,random,42,3,layer2.0.downsample.0.weight,3.6268100341161094
resnet18_no_weights,CIFAR10,random,42,3,layer2.1.conv1.weight,37.524382909139
resnet18_no_weights,CIFAR10,random,42,3,layer2.1.conv2.weight,41.09231533723719
resnet18_no_weights,CIFAR10,random,42,3,layer3.0.conv1.weight,64.95948333740235
resnet18_no_weights,CIFAR10,random,42,3,layer3.0.conv2.weight,82.1534353557386
resnet18_no_weights,CIFAR10,random,42,3,layer3.0.downsample.0.weight,11.546750843524933
resnet18_no_weights,CIFAR10,random,42,3,layer3.1.conv1.weight,90.6888919209325
resnet18_no_weights,CIFAR10,random,42,3,layer3.1.conv2.weight,107.8288791179657
resnet18_no_weights,CIFAR10,random,42,3,layer4.0.conv1.weight,198.18165640397504
resnet18_no_weights,CIFAR10,random,42,3,layer4.0.conv2.weight,202.07040156488833
resnet18_no_weights,CIFAR10,random,42,3,layer4.0.downsample.0.weight,50.76287611325582
resnet18_no_weights,CIFAR10,random,42,3,layer4.1.conv1.weight,198.848731545841
resnet18_no_weights,CIFAR10,random,42,3,layer4.1.conv2.weight,322.54622734917535
resnet18_no_weights,CIFAR10,random,42,3,fc.weight,1019.0487213134766
resnet18_no_weights,CIFAR10,random,43,3,conv1.weight,7.617275643348694
resnet18_no_weights,CIFAR10,random,43,3,layer1.0.conv1.weight,15.34782827984203
resnet18_no_weights,CIFAR10,random,43,3,layer1.0.conv2.weight,18.55785319328308
resnet18_no_weights,CIFAR10,random,43,3,layer1.1.conv1.weight,9.644941012064615
resnet18_no_weights,CIFAR10,random,43,3,layer1.1.conv2.weight,8.484797767230443
resnet18_no_weights,CIFAR10,random,43,3,layer2.0.conv1.weight,23.623199134037414
resnet18_no_weights,CIFAR10,random,43,3,layer2.0.conv2.weight,23.50916413129386
resnet18_no_weights,CIFAR10,random,43,3,layer2.0.downsample.0.weight,2.9352763386873097
resnet18_no_weights,CIFAR10,random,43,3,layer2.1.conv1.weight,30.432191848754883
resnet18_no_weights,CIFAR10,random,43,3,layer2.1.conv2.weight,29.985418033599853
resnet18_no_weights,CIFAR10,random,43,3,layer3.0.conv1.weight,67.19671300252278
resnet18_no_weights,CIFAR10,random,43,3,layer3.0.conv2.weight,49.72281042734782
resnet18_no_weights,CIFAR10,random,43,3,layer3.0.downsample.0.weight,8.219431198560274
resnet18_no_weights,CIFAR10,random,43,3,layer3.1.conv1.weight,63.30451595421994
resnet18_no_weights,CIFAR10,random,43,3,layer3.1.conv2.weight,80.50168337140765
resnet18_no_weights,CIFAR10,random,43,3,layer4.0.conv1.weight,137.23166950543722
resnet18_no_weights,CIFAR10,random,43,3,layer4.0.conv2.weight,186.6482143725379
resnet18_no_weights,CIFAR10,random,43,3,layer4.0.downsample.0.weight,40.65030990947377
resnet18_no_weights,CIFAR10,random,43,3,layer4.1.conv1.weight,175.28414993286134
resnet18_no_weights,CIFAR10,random,43,3,layer4.1.conv2.weight,217.16062818254744
resnet18_no_weights,CIFAR10,random,43,3,fc.weight,719.7653488374092
resnet18_no_weights,CIFAR10,random,44,3,conv1.weight,8.154142280419668
resnet18_no_weights,CIFAR10,random,44,3,layer1.0.conv1.weight,20.880796584216032
resnet18_no_weights,CIFAR10,random,44,3,layer1.0.conv2.weight,18.04415296471637
resnet18_no_weights,CIFAR10,random,44,3,layer1.1.conv1.weight,33.61083817989268
resnet18_no_weights,CIFAR10,random,44,3,layer1.1.conv2.weight,47.62985652426015
resnet18_no_weights,CIFAR10,random,44,3,layer2.0.conv1.weight,84.2310926437378
resnet18_no_weights,CIFAR10,random,44,3,layer2.0.conv2.weight,84.06721006120954
resnet18_no_weights,CIFAR10,random,44,3,layer2.0.downsample.0.weight,11.885522524515787
resnet18_no_weights,CIFAR10,random,44,3,layer2.1.conv1.weight,88.97813386183519
resnet18_no_weights,CIFAR10,random,44,3,layer2.1.conv2.weight,102.24427105830266
resnet18_no_weights,CIFAR10,random,44,3,layer3.0.conv1.weight,285.619266412197
resnet18_no_weights,CIFAR10,random,44,3,layer3.0.conv2.weight,431.49621477994054
resnet18_no_weights,CIFAR10,random,44,3,layer3.0.downsample.0.weight,36.27833066335538
resnet18_no_weights,CIFAR10,random,44,3,layer3.1.conv1.weight,467.02920499055284
resnet18_no_weights,CIFAR10,random,44,3,layer3.1.conv2.weight,477.25620923723494
resnet18_no_weights,CIFAR10,random,44,3,layer4.0.conv1.weight,764.1685028076172
resnet18_no_weights,CIFAR10,random,44,3,layer4.0.conv2.weight,932.1427054056307
resnet18_no_weights,CIFAR10,random,44,3,layer4.0.downsample.0.weight,158.2580400613638
resnet18_no_weights,CIFAR10,random,44,3,layer4.1.conv1.weight,968.6406914847238
resnet18_no_weights,CIFAR10,random,44,3,layer4.1.conv2.weight,1110.5277363545185
resnet18_no_weights,CIFAR10,random,44,3,fc.weight,4724.478912353516
cnn,CIFAR10,trained_fp32,,,conv1.weight,55.032780227661135
cnn,CIFAR10,trained_fp32,,,conv2.weight,128.12882804870605
cnn,CIFAR10,trained_fp32,,,conv3.weight,206.46302599225726
cnn,CIFAR10,trained_fp32,,,conv4.weight,65.27249526977539
cnn,CIFAR10,trained_fp32,,,fc1.weight,12.831473995657529
cnn,CIFAR10,trained_fp32,,,fc2.weight,4.486801915698582
cnn,CIFAR10,random,42,3,conv1.weight,0.002458900512595262
cnn,CIFAR10,random,42,3,conv2.weight,0.048144603768984474
cnn,CIFAR10,random,42,3,conv3.weight,0.1409759630377476
cnn,CIFAR10,random,42,3,conv4.weight,0.3946568533778191
cnn,CIFAR10,random,42,3,fc1.weight,0.4162529942890008
cnn,CIFAR10,random,42,3,fc2.weight,0.5329402003969465
